,text,labels
1162,a 50 dollar card make a young nicca go hard  throw in a cell phone i can get you left on the yard,offensive
1163,i think these bitches tryna set me uuuuhhuuhhhhhp,offensive
1164,  same hoes is still at it i should have known ,offensive
1165,    if a single wasp could read these   tweets there could be a peace treaty between wasps and man but wasps are  ,non_offensive
1166,    she said she aint tricking off on them hoesllsfoolish,offensive
1167,you all bitches better stop the madness ,offensive
1168,why yall bitches be havin stretch marks on yall upper ass  ,offensive
1169,aint nothing funnier then watching a woman try to hide her inner hoe   know she like to get hit from the back and have a fingernvm,offensive
1170,bc she likes black men and rap music huh lol       in general she wants to be colored,non_offensive
1171,eff it let us go after the cripple httptcoksamx1jpfv,offensive
1172,my nigguh,offensive
1173,literally in the middle of the ghetto and these people look scary,non_offensive
1174,      i aint gettin my hands tatted dumb ass y yo bitch ass leave da bus stop last night the main was goin,offensive
1175,  use monkey maker you prick,offensive
1176,    where are they now fads doc martens enjoying anal sex girbaud posers wiggers fake bangers now accountantsjncos domin ,offensive
1177,    lifes a bitch because if it was a slut it would be easy,offensive
1178,    when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome httptcombrtvpuakt,offensive
1179,if i had hair i would seriously go for a perm now genetics is a stone cold bitch,offensive
1180,  too many lil niggas on my tl httptcovqgezmmwws  boosie got hoes,offensive
1181,why do not you text your own mom dumb bitch,offensive
1182,    i must be a bitch  you are   sike naw this why we always beefing  ,offensive
1183,well they do now haha     i just think these bitches are confused like i am wife   lol  ,offensive
1184,  sauerkraut saul is a punk ass bitch,offensive
1185,oh and i am back bitch no one walks all over me ever again ever,offensive
1186,    camels ostriches and zebras see you at the races  ,non_offensive
1187,tommy trash,non_offensive
1188,    no respect for a bitch she gonna top me regardless  ,offensive
1189,i am definitely watching that mook lux battle today damn it,non_offensive
1190,      wya bitch,offensive
1191,westside nicca,offensive
1192,    hoes gone be hoes  these hoes cannot be trusted  ,offensive
1193,you wanna watch the game she wanna watch   but yo bitch ass did not buy her another tv so you gotta take da l,offensive
1194,then there is this stupid bitch in my class that literally has to ask a question every time the professor says something,offensive
1195,my bird got a headache  ,non_offensive
1196,this morning is brought to you by emergenc i really need to nip this coldflu business in the bud  ,non_offensive
1197,not sure why   would care about nelson mandela being that he is one of them if you know what i mean    ,non_offensive
1198,i was trying fuck something today and this bitch want lie talking bout his brother was on his phone lmfao i feel played,offensive
1199,ima shmurda dance in that pussy hoe ,offensive
1200,        2 many lil bitty bitches,offensive
1201,met a foreign bitch at wesley    she better call me,offensive
1202,long neck ass bitch lmbo,offensive
1203,    now go take out the trash    today i was   but thankfully not   thanks ladies httpt ,non_offensive
1204,you too old to be on twitter crying like a bitch,offensive
1205,too many grown man out here worryin about the friendzoneyall got priorities fucked my nig,offensive
1206,niggas cry when they get hit high and cry when they get hit low nfl full of pussies now,offensive
1207,god i cant fucking stand waiters who bitch about people not tipping get a real fucking job,offensive
1208,real shit i love eating pussy,offensive
1209,    stfu stupid bitch god damn unfuckingfollow me then shit,offensive
1210,  this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptcozuai7qwbir   yup,non_offensive
1211,i cuff no hoes,offensive
1212,oh no   are you saying the democrats lost the   vote lmao bobble head  ,non_offensive
1213,    karma is a bitch   ,offensive
1214,  can pornhub just get a gaming stream feature so these dumb bitches can gtfo   get on it katielt3,offensive
1215,  i know bout yo wack ass dreads nigger,offensive
1216,  shawty wanna charge for pussy but i am like whoa now  turnt her on to cash she use to fuck for free,offensive
1217,    do not look now but the browns are in sole possession of 1st place in the afc north the cleveland browns httptcoc3 ,non_offensive
1218,when the ghost picks u up after u dive in the pussy httptcovbd4zhjrof,offensive
1219,if you can fuck my bitch cause nigga i am the shit i will salute ya,offensive
1220,  you went iiiiiiinnnnnn on this hoe bro httptcomh46xxnu0n,offensive
1221,these hoe niggas havnt seen half of me  ,offensive
1222,i pull hoes tx,offensive
1223,  u will see it on saturday and if u do not show up then your a bitch made nigga pussy ass nigga,offensive
1224,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty,non_offensive
1225,    we do not luv deez hoes  httptcoofjlxao5sf,non_offensive
1226,        love hbirds used to feed them when i lived in wa state hv them on mtn in sore,non_offensive
1227,  it is we be thugging on these bitches too hard now days,offensive
1228,    you all bitches is fake as shit,offensive
1229,      screaming like a little bitch lmaooo,offensive
1230,free birds lol,non_offensive
1231,serious question here how many country songs mention honkey tonks,non_offensive
1232,even these pretty bitches mad self conscious if that instagram pic do not get enuff love it gets  ,offensive
1233,i wanna go to the ghetto club tonight,non_offensive
1234,    some birds are not meant to be caged,non_offensive
1235,    hank baskett cheated with a tranny and just got a shoutout,offensive
1236,married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite,offensive
1237,  is that i am a twat or i am twat like formally,offensive
1238,    how bad u want something is meaningless if how bad you are willing to work for the thing u want is not 10xs as intense as ho ,non_offensive
1239,the kfan mock draft continues cleveland is on the clock paul allen has the vikings 8th pick i am going with def back justin gilbert,non_offensive
1240,still cannot see what niggers see in them white hoes,offensive
1241,    skinny girls pussy be good den a mf u do not feel nothing but pussy  100 points on the board for skinny girls,offensive
1242,    i dislike them weed men that bless u a couple times then begin ta tax ya  like damn pussy you tryna play a pothead,offensive
1243,their salsa negro is awesome    ,non_offensive
1244,like a bitch pic is flirting nowadays,offensive
1245,except dat hazel nigga       i think all dem hoes on lahhh regular  know i can hit all of em too ,offensive
1246,    you bitches you aint shit i swear you think you poppin cause you instagram famous,offensive
1247,the thinner the eyebrow the crazier the bitch,offensive
1248,  that is my nig nog,offensive
1249,innovative ideas about an unresolved issue relating to your ho more for libra httptcouoon09k1dq,offensive
1250,weird ass bitches,offensive
1251,my cousin bio on her instagram light skin dark skin brown skin bitches holla at me she funny as hell,offensive
1252,and them niggas pussiescameltoes  ,offensive
1253,apparently not wanting to trade your nitro m4 in csgo makes you a collossal faggot,offensive
1254,so to all the hoes waiting up for that goodnight text bitch please that nigga do not love you,offensive
1255,    eating your womans pussy is good for the soul,offensive
1256,  bitch i might be,offensive
1257,    ate pussy for the first time today all i have to say is  i think i may have a new favorite food michigan,offensive
1258,    good pussy have a nigga like httptcopsbglhnq8q funniest thing i have ever seen on my tl  ,offensive
1259,she just want her pussy ate she aint gon text u back afterwards     who wants to hang out ,offensive
1260,boy these downlow niccas should be ashamed,offensive
1261,chill bitch httptcobaxiffkd9w,offensive
1262,jihadi john beheader of journalist foley and sotloff was arab charity collector httptcorl7f2qv56f via  ,non_offensive
